ID,Sales
18457,317
18458,317
18459,168
18460,168
18461,168
18462,168
18463,168
18464,168
18465,168
18466,168
18467,168
18468,317
18469,317
18470,317
18471,317
18472,317
19355,157
19356,157
19357,157
19358,157
19359,139
19360,139
19361,139
19362,139
19363,139
19364,139
19365,139
19366,139
19367,139
19368,157
19369,157
19370,157
19371,157
19372,157
19373,139
19374,139
19375,139
19376,139
19377,139
19378,139
19379,139
19380,139
19381,139
19382,157
19383,157
19384,157
19385,157
19386,157
19387,139
19388,139
19389,139
19390,139
19391,139
19392,139
19393,139
19394,139
19395,139
19396,157
19397,157
19398,157
19399,157
19400,157
19401,139
19402,139
19403,139
19404,139
19405,139
19406,139
19407,139
19408,139
19409,139
19410,157
19411,157
19412,157
19413,157
19414,157
20297,146
20298,146
20299,117
20300,146
20301,62
20302,62
20303,62
20304,62
20305,62
20306,62
20307,62
20308,62
20309,62
20310,146
20311,146
20312,146
20313,146
20314,146
20315,62
20316,62
20317,62
20318,62
20319,62
20320,62
20321,62
20322,62
20323,62
20324,146
20325,146
20326,146
20327,146
20328,146
20329,62
20330,62
20331,62
20332,62
20333,62
20334,62
20335,62
20336,62
20337,62
20338,146
20339,146
20340,146
20341,146
20342,146
20343,62
20344,62
20345,62
20346,62
20347,62
20348,62
20349,62
20350,62
20351,62
20352,146
20353,146
20354,146
20355,146
20356,146
21239,88
21240,88
21241,85
21242,88
21243,68
21244,68
21245,68
21246,68
21247,68
21248,68
21249,68
21250,68
21251,68
21252,88
21253,88
21254,88
21255,88
21256,88
21257,68
21258,68
21259,68
21260,68
21261,68
21262,68
21263,68
21264,68
21265,68
21266,88
21267,88
21268,88
21269,88
21270,88
21271,68
21272,68
21273,68
21274,68
21275,68
21276,68
21277,68
21278,68
21279,68
21280,88
21281,88
21282,88
21283,88
21284,88
21285,68
21286,68
21287,68
21288,68
21289,68
21290,68
21291,68
21292,68
21293,68
21294,88
21295,88
21296,88
21297,88
21298,88
22181,170
22182,170
22183,91
22184,170
22185,88
22186,88
22187,88
22188,88
22189,88
22190,88
22191,88
22192,88
22193,88
22194,170
22195,170
22196,170
22197,170
22198,170
22199,88
22200,88
22201,88
22202,88
22203,88
22204,88
22205,88
22206,88
22207,88
22208,170
22209,170
22210,170
22211,170
22212,170
22213,88
22214,88
22215,88
22216,88
22217,88
22218,88
22219,88
22220,88
22221,88
22222,170
22223,170
22224,170
22225,170
22226,170
22227,88
22228,88
22229,88
22230,88
22231,88
22232,88
22233,88
22234,88
22235,88
22236,170
22237,170
22238,170
22239,170
22240,170
23123,126
23124,126
23125,126
23126,126
23127,65
23128,65
23129,65
23130,65
23131,65
23132,65
23133,65
23134,65
23135,65
23136,126
23137,126
23138,126
23139,126
23140,126
23141,65
23142,65
23143,65
23144,65
23145,65
23146,65
23147,65
23148,65
23149,65
23150,126
23151,126
23152,126
23153,126
23154,126
23155,65
23156,65
23157,65
23158,65
23159,65
23160,65
23161,65
23162,65
23163,65
23164,126
23165,126
23166,126
23167,126
23168,126
23169,65
23170,65
23171,65
23172,65
23173,65
23174,65
23175,65
23176,65
23177,65
23178,126
23179,126
23180,126
23181,126
23182,126
24065,84
24066,84
24067,84
24068,84
24069,51
24070,51
24071,51
24072,51
24073,51
24074,51
24075,51
24076,51
24077,51
24078,84
24079,84
24080,84
24081,84
24082,84
24083,51
24084,51
24085,51
24086,51
24087,51
24088,51
24089,51
24090,51
24091,51
24092,84
24093,84
24094,84
24095,84
24096,84
24097,51
24098,51
24099,51
24100,51
24101,51
24102,51
24103,51
24104,51
24105,51
24106,84
24107,84
24108,84
24109,84
24110,84
24111,51
24112,51
24113,51
24114,51
24115,51
24116,51
24117,51
24118,51
24119,51
24120,84
24121,84
24122,84
24123,84
24124,84
25007,175
25008,175
25009,142
25010,175
25011,118
25012,118
25013,118
25014,118
25015,118
25016,118
25017,118
25018,118
25019,118
25020,175
25021,175
25022,175
25023,175
25024,175
25025,118
25026,118
25027,118
25028,118
25029,118
25030,118
25031,118
25032,118
25033,118
25034,175
25035,175
25036,175
25037,175
25038,175
25039,118
25040,118
25041,118
25042,118
25043,118
25044,118
25045,118
25046,118
25047,118
25048,175
25049,175
25050,175
25051,175
25052,175
25053,118
25054,118
25055,118
25056,118
25057,118
25058,118
25059,118
25060,118
25061,118
25062,175
25063,175
25064,175
25065,175
25066,175
25949,106
25950,106
25951,107
25952,106
25953,66
25954,66
25955,66
25956,66
25957,66
25958,66
25959,66
25960,66
25961,66
25962,106
25963,106
25964,106
25965,106
25966,106
25967,66
25968,66
25969,66
25970,66
25971,66
25972,66
25973,66
25974,66
25975,66
25976,106
25977,106
25978,106
25979,106
25980,106
25981,66
25982,66
25983,66
25984,66
25985,66
25986,66
25987,66
25988,66
25989,66
25990,106
25991,106
25992,106
25993,106
25994,106
25995,66
25996,66
25997,66
25998,66
25999,66
26000,66
26001,66
26002,66
26003,66
26004,106
26005,106
26006,106
26007,106
26008,106
26707,166
26708,166
26709,103
26710,166
26711,90
26712,90
26713,90
26714,90
26715,90
26716,90
26717,90
26718,90
26719,90
26720,166
26721,166
26722,166
26723,166
26724,166
26725,90
26726,90
26727,90
26728,90
26729,90
26730,90
26731,90
26732,90
26733,90
26734,166
26735,166
26736,166
26737,166
26738,166
26739,90
26740,90
26741,90
26742,90
26743,90
26744,90
26745,90
26746,90
26747,90
26748,166
26749,166
26750,166
26751,166
26752,166
26753,90
26754,90
26755,90
26756,90
26757,90
26758,90
26759,90
26760,90
26761,90
26762,166
26763,166
26764,166
26765,166
26766,166
27649,139
27650,139
27651,139
27652,139
27653,70
27654,70
27655,70
27656,70
27657,70
27658,70
27659,70
27660,70
27661,70
27662,139
27663,139
27664,139
27665,139
27666,139
27667,70
27668,70
27669,70
27670,70
27671,70
27672,70
27673,70
27674,70
27675,70
27676,139
27677,139
27678,139
27679,139
27680,139
27681,70
27682,70
27683,70
27684,70
27685,70
27686,70
27687,70
27688,70
27689,70
27690,139
27691,139
27692,139
27693,139
27694,139
27695,70
27696,70
27697,70
27698,70
27699,70
27700,70
27701,70
27702,70
27703,70
27704,139
27705,139
27706,139
27707,139
27708,139
28591,129
28592,129
28593,72
28594,129
28595,71
28596,71
28597,71
28598,71
28599,71
28600,71
28601,71
28602,71
28603,71
28604,129
28605,129
28606,129
28607,129
28608,129
28609,71
28610,71
28611,71
28612,71
28613,71
28614,71
28615,71
28616,71
28617,71
28618,129
28619,129
28620,129
28621,129
28622,129
28623,71
28624,71
28625,71
28626,71
28627,71
28628,71
28629,71
28630,71
28631,71
28632,129
28633,129
28634,129
28635,129
28636,129
28637,71
28638,71
28639,71
28640,71
28641,71
28642,71
28643,71
28644,71
28645,71
28646,129
28647,129
28648,129
28649,129
28650,129
29533,167
29534,167
29535,156
29536,167
29537,164
29538,164
29539,164
29540,164
29541,164
29542,164
29543,164
29544,164
29545,164
29546,167
29547,167
29548,167
29549,167
29550,167
29551,164
29552,164
29553,164
29554,164
29555,164
29556,164
29557,164
29558,164
29559,164
29560,167
29561,167
29562,167
29563,167
29564,167
29565,164
29566,164
29567,164
29568,164
29569,164
29570,164
29571,164
29572,164
29573,164
29574,167
29575,167
29576,167
29577,167
29578,167
29579,164
29580,164
29581,164
29582,164
29583,164
29584,164
29585,164
29586,164
29587,164
29588,167
29589,167
29590,167
29591,167
29592,167
30291,174
30292,174
30293,106
30294,174
30295,104
30296,104
30297,104
30298,104
30299,104
30300,104
30301,104
30302,104
30303,104
30304,174
30305,174
30306,174
30307,174
30308,174
30309,104
30310,104
30311,104
30312,104
30313,104
30314,104
30315,104
30316,104
30317,104
30318,174
30319,174
30320,174
30321,174
30322,174
30323,104
30324,104
30325,104
30326,104
30327,104
30328,104
30329,104
30330,104
30331,104
30332,174
30333,174
30334,174
30335,174
30336,174
30337,104
30338,104
30339,104
30340,104
30341,104
30342,104
30343,104
30344,104
30345,104
30346,174
30347,174
30348,174
30349,174
30350,174
31233,138
31234,138
31235,138
31236,138
31237,66
31238,66
31239,66
31240,66
31241,66
31242,66
31243,66
31244,66
31245,66
31246,138
31247,138
31248,138
31249,138
31250,138
31251,66
31252,66
31253,66
31254,66
31255,66
31256,66
31257,66
31258,66
31259,66
31260,138
31261,138
31262,138
31263,138
31264,138
31265,66
31266,66
31267,66
31268,66
31269,66
31270,66
31271,66
31272,66
31273,66
31274,138
31275,138
31276,138
31277,138
31278,138
31279,66
31280,66
31281,66
31282,66
31283,66
31284,66
31285,66
31286,66
31287,66
31288,138
31289,138
31290,138
31291,138
31292,138
32175,164
32176,164
32177,80
32178,164
32179,80
32180,80
32181,80
32182,80
32183,80
32184,80
32185,80
32186,80
32187,80
32188,164
32189,164
32190,164
32191,164
32192,164
32193,80
32194,80
32195,80
32196,80
32197,80
32198,80
32199,80
32200,80
32201,80
32202,164
32203,164
32204,164
32205,164
32206,164
32207,80
32208,80
32209,80
32210,80
32211,80
32212,80
32213,80
32214,80
32215,80
32216,164
32217,164
32218,164
32219,164
32220,164
32221,80
32222,80
32223,80
32224,80
32225,80
32226,80
32227,80
32228,80
32229,80
32230,164
32231,164
32232,164
32233,164
32234,164
33117,162
33118,162
33119,162
33120,162
33121,114
33122,114
33123,114
33124,114
33125,114
33126,114
33127,114
33128,114
33129,114
33130,162
33131,162
33132,162
33133,162
33134,162
33135,114
33136,114
33137,114
33138,114
33139,114
33140,114
33141,114
33142,114
33143,114
33144,162
33145,162
33146,162
33147,162
33148,162
33149,114
33150,114
33151,114
33152,114
33153,114
33154,114
33155,114
33156,114
33157,114
33158,162
33159,162
33160,162
33161,162
33162,162
33163,114
33164,114
33165,114
33166,114
33167,114
33168,114
33169,114
33170,114
33171,114
33172,162
33173,162
33174,162
33175,162
33176,162
34059,267
34060,267
34061,251
34062,267
34063,174
34064,174
34065,174
34066,174
34067,174
34068,174
34069,174
34070,174
34071,174
34072,267
34073,267
34074,267
34075,267
34076,267
34077,174
34078,174
34079,174
34080,174
34081,174
34082,174
34083,174
34084,174
34085,174
34086,267
34087,267
34088,267
34089,267
34090,267
34091,174
34092,174
34093,174
34094,174
34095,174
34096,174
34097,174
34098,174
34099,174
34100,267
34101,267
34102,267
34103,267
34104,267
34105,174
34106,174
34107,174
34108,174
34109,174
34110,174
34111,174
34112,174
34113,174
34114,267
34115,267
34116,267
34117,267
34118,267
35001,144
35002,144
35003,144
35004,144
35005,128
35006,128
35007,128
35008,128
35009,128
35010,128
35011,128
35012,128
35013,128
35014,144
35015,144
35016,144
35017,144
35018,144
35019,128
35020,128
35021,128
35022,128
35023,128
35024,128
35025,128
35026,128
35027,128
35028,144
35029,144
35030,144
35031,144
35032,144
35033,128
35034,128
35035,128
35036,128
35037,128
35038,128
35039,128
35040,128
35041,128
35042,144
35043,144
35044,144
35045,144
35046,144
35047,128
35048,128
35049,128
35050,128
35051,128
35052,128
35053,128
35054,128
35055,128
35056,144
35057,144
35058,144
35059,144
35060,144
35943,198
35944,198
35945,139
35946,198
35947,133
35948,133
35949,133
35950,133
35951,133
35952,133
35953,133
35954,133
35955,133
35956,198
35957,198
35958,198
35959,198
35960,198
35961,133
35962,133
35963,133
35964,133
35965,133
35966,133
35967,133
35968,133
35969,133
35970,198
35971,198
35972,198
35973,198
35974,198
35975,133
35976,133
35977,133
35978,133
35979,133
35980,133
35981,133
35982,133
35983,133
35984,198
35985,198
35986,198
35987,198
35988,198
35989,133
35990,133
35991,133
35992,133
35993,133
35994,133
35995,133
35996,133
35997,133
35998,198
35999,198
36000,198
36001,198
36002,198
36885,170
36886,170
36887,170
36888,170
36889,104
36890,104
36891,104
36892,104
36893,104
36894,104
36895,104
36896,104
36897,104
36898,170
36899,170
36900,170
36901,170
36902,170
36903,104
36904,104
36905,104
36906,104
36907,104
36908,104
36909,104
36910,104
36911,104
36912,170
36913,170
36914,170
36915,170
36916,170
36917,104
36918,104
36919,104
36920,104
36921,104
36922,104
36923,104
36924,104
36925,104
36926,170
36927,170
36928,170
36929,170
36930,170
36931,104
36932,104
36933,104
36934,104
36935,104
36936,104
36937,104
36938,104
36939,104
36940,170
36941,170
36942,170
36943,170
36944,170
37643,125
37644,125
37645,51
37646,125
37647,49
37648,49
37649,49
37650,49
37651,49
37652,49
37653,49
37654,49
37655,49
37656,125
37657,125
37658,125
37659,125
37660,125
37661,49
37662,49
37663,49
37664,49
37665,49
37666,49
37667,49
37668,49
37669,49
37670,125
37671,125
37672,125
37673,125
37674,125
37675,49
37676,49
37677,49
37678,49
37679,49
37680,49
37681,49
37682,49
37683,49
37684,125
37685,125
37686,125
37687,125
37688,125
37689,49
37690,49
37691,49
37692,49
37693,49
37694,49
37695,49
37696,49
37697,49
37698,125
37699,125
37700,125
37701,125
37702,125
38585,110
38586,110
38587,110
38588,110
38589,54
38590,54
38591,54
38592,54
38593,54
38594,54
38595,54
38596,54
38597,54
38598,110
38599,110
38600,110
38601,110
38602,110
38603,54
38604,54
38605,54
38606,54
38607,54
38608,54
38609,54
38610,54
38611,54
38612,110
38613,110
38614,110
38615,110
38616,110
38617,54
38618,54
38619,54
38620,54
38621,54
38622,54
38623,54
38624,54
38625,54
38626,110
38627,110
38628,110
38629,110
38630,110
38631,54
38632,54
38633,54
38634,54
38635,54
38636,54
38637,54
38638,54
38639,54
38640,110
38641,110
38642,110
38643,110
38644,110
39343,212
39344,212
39345,145
39346,212
39347,138
39348,138
39349,138
39350,138
39351,138
39352,138
39353,138
39354,138
39355,138
39356,212
39357,212
39358,212
39359,212
39360,212
39361,138
39362,138
39363,138
39364,138
39365,138
39366,138
39367,138
39368,138
39369,138
39370,212
39371,212
39372,212
39373,212
39374,212
39375,138
39376,138
39377,138
39378,138
39379,138
39380,138
39381,138
39382,138
39383,138
39384,212
39385,212
39386,212
39387,212
39388,212
39389,138
39390,138
39391,138
39392,138
39393,138
39394,138
39395,138
39396,138
39397,138
39398,212
39399,212
39400,212
39401,212
39402,212
40285,174
40286,174
40287,156
40288,174
40289,127
40290,127
40291,127
40292,127
40293,127
40294,127
40295,127
40296,127
40297,127
40298,174
40299,174
40300,174
40301,174
40302,174
40303,127
40304,127
40305,127
40306,127
40307,127
40308,127
40309,127
40310,127
40311,127
40312,174
40313,174
40314,174
40315,174
40316,174
40317,127
40318,127
40319,127
40320,127
40321,127
40322,127
40323,127
40324,127
40325,127
40326,174
40327,174
40328,174
40329,174
40330,174
40331,127
40332,127
40333,127
40334,127
40335,127
40336,127
40337,127
40338,127
40339,127
40340,174
40341,174
40342,174
40343,174
40344,174
41227,109
41228,109
41229,109
41230,109
41231,58
41232,58
41233,58
41234,58
41235,58
41236,58
41237,58
41238,58
41239,58
41240,109
41241,109
41242,109
41243,109
41244,109
41245,58
41246,58
41247,58
41248,58
41249,58
41250,58
41251,58
41252,58
41253,58
41254,109
41255,109
41256,109
41257,109
41258,109
41259,58
41260,58
41261,58
41262,58
41263,58
41264,58
41265,58
41266,58
41267,58
41268,109
41269,109
41270,109
41271,109
41272,109
41273,58
41274,58
41275,58
41276,58
41277,58
41278,58
41279,58
41280,58
41281,58
41282,109
41283,109
41284,109
41285,109
41286,109
42169,137
42170,137
42171,84
42172,137
42173,79
42174,79
42175,79
42176,79
42177,79
42178,79
42179,79
42180,79
42181,79
42182,137
42183,137
42184,137
42185,137
42186,137
42187,79
42188,79
42189,79
42190,79
42191,79
42192,79
42193,79
42194,79
42195,79
42196,137
42197,137
42198,137
42199,137
42200,137
42201,79
42202,79
42203,79
42204,79
42205,79
42206,79
42207,79
42208,79
42209,79
42210,137
42211,137
42212,137
42213,137
42214,137
42215,79
42216,79
42217,79
42218,79
42219,79
42220,79
42221,79
42222,79
42223,79
42224,137
42225,137
42226,137
42227,137
42228,137
43111,247
43112,247
43113,113
43114,247
43115,110
43116,110
43117,110
43118,110
43119,110
43120,110
43121,110
43122,110
43123,110
43124,247
43125,247
43126,247
43127,247
43128,247
43129,110
43130,110
43131,110
43132,110
43133,110
43134,110
43135,110
43136,110
43137,110
43138,247
43139,247
43140,247
43141,247
43142,247
43143,110
43144,110
43145,110
43146,110
43147,110
43148,110
43149,110
43150,110
43151,110
43152,247
43153,247
43154,247
43155,247
43156,247
43157,110
43158,110
43159,110
